scenario_id,condition,seed,model_id,rule_question_asking_rate,rule_reasoning_trace_rate,rule_target_error_preservation,rule_feedback_uptake_rate,rule_near_transfer_attempt,rule_premature_correctness,rule_role_drift_rate,rule_any_role_drift,rule_over_technical_rate,rule_any_over_technical,rule_bare_answer_rate,rule_contradiction_rate,rule_any_unsupported,rule_correction_timing_index,rule_correction_turn_idx,rule_misconception_persists_to_end,n_learner_turns,n_tutor_turns
SC_0009,C1,17,claude-sonnet-4-5-20250929,0.18181818181818182,1.0,False,1.0,True,True,0.09090909090909091,True,0.0,False,0.0,0.7,True,0.0,0,False,11,11
SC_0009,C1,42,claude-sonnet-4-5-20250929,0.18181818181818182,0.9090909090909091,False,1.0,True,False,0.0,False,0.0,False,0.0,0.7,True,0.0,0,False,11,11
SC_0009,C1,91,claude-sonnet-4-5-20250929,0.2727272727272727,0.8181818181818182,False,1.0,True,False,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,11,11
SC_0014,C1,17,claude-sonnet-4-5-20250929,0.2,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_0014,C1,42,claude-sonnet-4-5-20250929,0.4,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_0014,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_0040,C1,17,claude-sonnet-4-5-20250929,0.25,0.8333333333333334,False,1.0,True,False,0.0,False,0.0,False,0.0,0.45454545454545453,True,0.0,0,False,12,12
SC_0040,C1,42,claude-sonnet-4-5-20250929,0.3333333333333333,0.8333333333333334,False,1.0,True,False,0.0,False,0.0,False,0.0,0.36363636363636365,True,0.0,0,False,12,12
SC_0040,C1,91,claude-sonnet-4-5-20250929,0.4166666666666667,0.8333333333333334,False,1.0,True,False,0.0,False,0.0,False,0.0,0.45454545454545453,True,0.0,0,False,12,12
SC_0046,C1,17,claude-sonnet-4-5-20250929,0.0,0.875,False,1.0,True,False,0.0,False,0.0,False,0.0,0.5714285714285714,True,0.0,0,False,8,8
SC_0046,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.7142857142857143,True,0.0,0,False,8,8
SC_0046,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.7142857142857143,True,0.0,0,False,8,8
SC_0072,C1,17,claude-sonnet-4-5-20250929,0.6,1.0,False,1.0,True,True,0.2,True,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_0072,C1,42,claude-sonnet-4-5-20250929,0.4,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_0072,C1,91,claude-sonnet-4-5-20250929,0.4,1.0,False,1.0,True,False,0.2,True,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_0097,C1,17,claude-sonnet-4-5-20250929,0.07142857142857142,0.8571428571428571,False,,True,False,0.0,False,0.0,False,0.0,0.6923076923076923,True,0.0,0,False,14,14
SC_0097,C1,42,claude-sonnet-4-5-20250929,0.07142857142857142,0.7142857142857143,False,,True,False,0.0,False,0.0,False,0.0,0.6153846153846154,True,0.0,0,False,14,14
SC_0097,C1,91,claude-sonnet-4-5-20250929,0.0,0.7142857142857143,False,,True,False,0.0,False,0.0,False,0.0,0.46153846153846156,True,0.0,0,False,14,14
SC_0393,C1,17,claude-sonnet-4-5-20250929,0.4,0.9,False,1.0,True,False,0.1,True,0.0,False,0.0,0.5555555555555556,True,0.0,0,False,10,10
SC_0404,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,7,7
SC_0527,C1,17,claude-sonnet-4-5-20250929,0.3333333333333333,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,9,9
SC_0527,C1,42,claude-sonnet-4-5-20250929,0.4444444444444444,0.7777777777777778,False,1.0,True,False,0.0,False,0.0,False,0.0,0.625,True,0.0,0,False,9,9
SC_0527,C1,91,claude-sonnet-4-5-20250929,0.1111111111111111,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.625,True,0.0,0,False,9,9
SC_0553,C1,17,claude-sonnet-4-5-20250929,0.1,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.7777777777777778,True,0.0,0,False,10,10
SC_0553,C1,42,claude-sonnet-4-5-20250929,0.2,0.9,False,,True,False,0.0,False,0.0,False,0.1,0.5555555555555556,True,0.0,0,False,10,10
SC_0553,C1,91,claude-sonnet-4-5-20250929,0.1,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,10,10
SC_0557,C1,17,claude-sonnet-4-5-20250929,0.75,0.75,False,1.0,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_0557,C1,42,claude-sonnet-4-5-20250929,0.75,1.0,False,1.0,True,False,0.25,True,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_0557,C1,91,claude-sonnet-4-5-20250929,0.5,1.0,False,1.0,True,True,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_0561,C1,17,claude-sonnet-4-5-20250929,0.18181818181818182,0.9090909090909091,False,1.0,True,True,0.09090909090909091,True,0.18181818181818182,True,0.09090909090909091,0.4,True,0.0,0,False,11,11
SC_0561,C1,42,claude-sonnet-4-5-20250929,0.09090909090909091,0.9090909090909091,False,1.0,True,True,0.09090909090909091,True,0.18181818181818182,True,0.0,0.3,True,0.0,0,False,11,11
SC_0561,C1,91,claude-sonnet-4-5-20250929,0.18181818181818182,0.9090909090909091,False,1.0,True,False,0.09090909090909091,True,0.2727272727272727,True,0.0,0.4,True,0.0,0,False,11,11
SC_0570,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_0570,C1,42,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_0570,C1,91,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,4,4
SC_0605,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,1.0,True,0.0,0,False,6,6
SC_0605,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,1.0,True,0.0,0,False,6,6
SC_0605,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,1.0,True,0.0,0,False,6,6
SC_0688,C1,42,claude-sonnet-4-5-20250929,0.42857142857142855,1.0,False,,True,False,0.14285714285714285,True,0.0,False,0.0,0.5,True,0.0,0,False,7,7
SC_0688,C1,91,claude-sonnet-4-5-20250929,0.5714285714285714,0.7142857142857143,False,,True,False,0.14285714285714285,True,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,7,7
SC_0725,C1,17,claude-sonnet-4-5-20250929,0.25,0.75,False,,True,False,0.25,True,0.25,True,0.0,0.0,False,0.0,0,False,4,4
SC_0725,C1,42,claude-sonnet-4-5-20250929,0.25,0.75,False,,True,False,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_0725,C1,91,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,True,0.25,True,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_0736,C1,17,claude-sonnet-4-5-20250929,0.125,0.625,False,,True,True,0.0,False,0.0,False,0.0,0.7142857142857143,True,0.0,0,False,8,8
SC_0736,C1,42,claude-sonnet-4-5-20250929,0.0,0.625,False,,True,True,0.0,False,0.0,False,0.0,0.7142857142857143,True,0.0,0,False,8,8
SC_0736,C1,91,claude-sonnet-4-5-20250929,0.0,0.5,False,,True,False,0.0,False,0.0,False,0.0,0.5714285714285714,True,0.0,0,False,8,8
SC_0746,C1,17,claude-sonnet-4-5-20250929,0.0,0.9090909090909091,False,,True,True,0.0,False,0.0,False,0.0,0.2,True,0.0,0,False,11,11
SC_0746,C1,42,claude-sonnet-4-5-20250929,0.09090909090909091,0.8181818181818182,False,,True,True,0.0,False,0.0,False,0.0,0.1,True,0.0,0,False,11,11
SC_0746,C1,91,claude-sonnet-4-5-20250929,0.09090909090909091,0.9090909090909091,False,,True,False,0.0,False,0.0,False,0.0,0.3,True,0.0,0,False,11,11
SC_0795,C1,17,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,True,0.25,True,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_0795,C1,42,claude-sonnet-4-5-20250929,0.5,0.75,False,,True,True,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_0795,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,False,0.25,True,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_0800,C1,17,claude-sonnet-4-5-20250929,0.4,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,5,5
SC_0800,C1,42,claude-sonnet-4-5-20250929,0.4,0.8,False,,True,True,0.0,False,0.0,False,0.0,0.75,True,0.0,0,False,5,5
SC_0800,C1,91,claude-sonnet-4-5-20250929,0.2,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_0809,C1,17,claude-sonnet-4-5-20250929,0.21428571428571427,0.9285714285714286,False,1.0,True,False,0.14285714285714285,True,0.0,False,0.0,0.6153846153846154,True,0.0,0,False,14,14
SC_0809,C1,42,claude-sonnet-4-5-20250929,0.07142857142857142,0.9285714285714286,False,1.0,True,False,0.14285714285714285,True,0.0,False,0.0,0.6153846153846154,True,0.0,0,False,14,14
SC_0809,C1,91,claude-sonnet-4-5-20250929,0.2857142857142857,1.0,False,1.0,True,False,0.07142857142857142,True,0.0,False,0.0,0.6923076923076923,True,0.0,0,False,14,14
SC_0871,C1,17,claude-sonnet-4-5-20250929,0.25,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,1.0,True,0.0,0,False,4,4
SC_0871,C1,42,claude-sonnet-4-5-20250929,0.0,0.75,False,1.0,True,False,0.0,False,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_0871,C1,91,claude-sonnet-4-5-20250929,0.25,0.75,False,1.0,True,False,0.0,False,0.0,False,0.0,1.0,True,0.0,0,False,4,4
SC_0900,C1,17,claude-sonnet-4-5-20250929,0.5,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,10,10
SC_0900,C1,42,claude-sonnet-4-5-20250929,0.3,1.0,False,,True,False,0.0,False,0.0,False,0.0,0.5555555555555556,True,0.0,0,False,10,10
SC_0900,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,10,10
SC_0921,C1,17,claude-sonnet-4-5-20250929,0.3333333333333333,1.0,False,1.0,True,True,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_0921,C1,42,claude-sonnet-4-5-20250929,0.16666666666666666,0.8333333333333334,False,1.0,True,False,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_0921,C1,91,claude-sonnet-4-5-20250929,0.3333333333333333,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.6,True,0.0,0,False,6,6
SC_0946,C1,17,claude-sonnet-4-5-20250929,0.058823529411764705,0.7647058823529411,False,,True,False,0.0,False,0.0,False,0.0,0.75,True,0.0,0,False,17,17
SC_0946,C1,42,claude-sonnet-4-5-20250929,0.058823529411764705,0.8235294117647058,False,,True,False,0.0,False,0.0,False,0.0,0.6875,True,0.0,0,False,17,17
SC_0946,C1,91,claude-sonnet-4-5-20250929,0.058823529411764705,0.8823529411764706,False,,True,False,0.11764705882352941,True,0.0,False,0.0,0.5625,True,0.0,0,False,17,17
SC_0972,C1,17,claude-sonnet-4-5-20250929,0.3333333333333333,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_0972,C1,42,claude-sonnet-4-5-20250929,0.16666666666666666,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.6,True,0.0,0,False,6,6
SC_0972,C1,91,claude-sonnet-4-5-20250929,0.3333333333333333,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_0996,C1,17,claude-sonnet-4-5-20250929,0.0,0.75,False,1.0,True,False,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_0996,C1,42,claude-sonnet-4-5-20250929,0.0,0.75,False,1.0,True,False,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_0996,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.25,True,0.0,False,0.0,0.0,False,0.0,0,False,4,4
SC_1026,C1,17,claude-sonnet-4-5-20250929,0.06666666666666667,0.9333333333333333,False,1.0,True,False,0.06666666666666667,True,0.0,False,0.0,0.35714285714285715,True,0.0,0,False,15,15
SC_1026,C1,42,claude-sonnet-4-5-20250929,0.26666666666666666,0.9333333333333333,False,1.0,True,False,0.0,False,0.0,False,0.0,0.2857142857142857,True,0.0,0,False,15,15
SC_1026,C1,91,claude-sonnet-4-5-20250929,0.2,0.8666666666666667,False,1.0,True,True,0.0,False,0.0,False,0.0,0.35714285714285715,True,0.0,0,False,15,15
SC_1030,C1,17,claude-sonnet-4-5-20250929,0.0,0.8333333333333334,False,1.0,True,False,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1030,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.6,True,0.0,0,False,6,6
SC_1030,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.6,True,0.0,0,False,6,6
SC_1036,C1,17,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1036,C1,42,claude-sonnet-4-5-20250929,0.25,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1036,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,4,4
SC_1082,C1,17,claude-sonnet-4-5-20250929,0.2,0.6,False,,True,False,0.0,False,0.0,False,0.0,0.6666666666666666,True,0.0,0,False,10,10
SC_1082,C1,42,claude-sonnet-4-5-20250929,0.1,0.8,False,,True,False,0.0,False,0.0,False,0.0,0.5555555555555556,True,0.0,0,False,10,10
SC_1082,C1,91,claude-sonnet-4-5-20250929,0.2,0.8,False,,True,False,0.0,False,0.0,False,0.0,0.3333333333333333,True,0.0,0,False,10,10
SC_1116,C1,17,claude-sonnet-4-5-20250929,0.16666666666666666,1.0,False,1.0,True,True,0.16666666666666666,True,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_1116,C1,42,claude-sonnet-4-5-20250929,0.3333333333333333,1.0,False,1.0,True,True,0.16666666666666666,True,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_1116,C1,91,claude-sonnet-4-5-20250929,0.16666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.4,True,0.0,0,False,6,6
SC_1119,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9
SC_1119,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,9,9
SC_1119,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,,True,True,0.0,False,0.0,False,0.0,0.25,True,0.0,0,False,9,9
SC_1181,C1,17,claude-sonnet-4-5-20250929,0.3333333333333333,1.0,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.5,True,0.0,0,False,9,9
SC_1181,C1,42,claude-sonnet-4-5-20250929,0.2222222222222222,1.0,False,,True,True,0.1111111111111111,True,0.0,False,0.0,0.5,True,0.0,0,False,9,9
SC_1181,C1,91,claude-sonnet-4-5-20250929,0.4444444444444444,1.0,False,,True,False,0.1111111111111111,True,0.0,False,0.0,0.625,True,0.0,0,False,9,9
SC_1250,C1,17,claude-sonnet-4-5-20250929,0.16666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1250,C1,42,claude-sonnet-4-5-20250929,0.16666666666666666,0.8333333333333334,False,1.0,True,False,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1250,C1,91,claude-sonnet-4-5-20250929,0.16666666666666666,0.8333333333333334,False,1.0,True,True,0.0,False,0.0,False,0.0,0.8,True,0.0,0,False,6,6
SC_1253,C1,17,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.75,True,0.0,0,False,5,5
SC_1253,C1,42,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_1253,C1,91,claude-sonnet-4-5-20250929,0.0,1.0,False,1.0,True,False,0.0,False,0.0,False,0.0,0.5,True,0.0,0,False,5,5
SC_1260,C1,17,claude-sonnet-4-5-20250929,0.2,0.9,False,,True,False,0.0,False,0.0,False,0.1,0.6666666666666666,True,0.0,0,False,10,10
